epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,13.7678,0.87115,2.2381,1.132,0.59052,0.86667,0.85501,0.62082,1.64835,1.07325,1.35181,1.25835e-05,1.25835e-05,1.25835e-05
14,14.6099,1.0832,2.18871,1.4836,0.59793,0.86667,0.88803,0.62731,1.65165,1.09378,1.35624,1.3479e-05,1.3479e-05,1.3479e-05
15,15.4359,0.92887,1.64808,1.12293,0.60723,0.86667,0.88802,0.62731,1.65073,1.10137,1.35735,1.43509e-05,1.43509e-05,1.43509e-05
16,16.3147,1.22336,2.48054,1.62356,0.61055,0.86667,0.87512,0.62676,1.66235,1.12288,1.36697,1.51993e-05,1.51993e-05,1.51993e-05
17,17.078,0.8444,1.78458,1.19115,0.62052,0.7,0.87291,0.62795,1.66147,1.13325,1.36991,1.60241e-05,1.60241e-05,1.60241e-05
18,17.9188,1.1567,1.55192,1.36044,0.62052,0.7,0.87291,0.62795,1.66147,1.13325,1.36991,1.68253e-05,1.68253e-05,1.68253e-05
19,18.7858,0.97843,1.90563,1.1355,0.77483,0.65,0.86188,0.61114,1.66856,1.17684,1.37891,1.7603e-05,1.7603e-05,1.7603e-05
20,19.543,0.89711,1.53574,1.21097,0.77483,0.65,0.86188,0.61114,1.66856,1.17684,1.37891,1.83571e-05,1.83571e-05,1.83571e-05
21,20.4328,1.29223,2.49851,1.71343,0.77119,0.65,0.85531,0.6099,1.68122,1.21214,1.38578,1.90876e-05,1.90876e-05,1.90876e-05
22,21.3099,1.08325,2.33907,1.51913,0.77119,0.65,0.85531,0.6099,1.68122,1.21214,1.38578,1.97946e-05,1.97946e-05,1.97946e-05
23,22.18,1.05868,1.82063,1.47225,0.74589,0.65,0.85514,0.6192,1.68025,1.23186,1.38349,2.0478e-05,2.0478e-05,2.0478e-05
24,23.0313,1.12425,2.21394,1.54038,0.74589,0.65,0.85514,0.6192,1.68025,1.23186,1.38349,2.11379e-05,2.11379e-05,2.11379e-05
25,23.8697,0.83464,1.46993,1.21033,0.71049,0.65473,0.85534,0.61104,1.68066,1.27384,1.38323,2.17741e-05,2.17741e-05,2.17741e-05
26,24.7128,1.15282,1.85952,1.45065,0.71049,0.65473,0.85534,0.61104,1.68066,1.27384,1.38323,2.23869e-05,2.23869e-05,2.23869e-05
27,25.5811,0.91843,1.67099,1.39784,0.70524,0.6685,0.85545,0.61336,1.70155,1.30249,1.39809,2.2976e-05,2.2976e-05,2.2976e-05
28,26.3879,0.80106,1.24172,1.14049,0.70524,0.6685,0.85545,0.61336,1.70155,1.30249,1.39809,2.35417e-05,2.35417e-05,2.35417e-05
29,27.3221,0.99737,1.52716,1.27177,0.70067,0.67248,0.85551,0.61082,1.67032,1.3097,1.37775,2.40837e-05,2.40837e-05,2.40837e-05
30,28.1138,1.26562,2.34978,1.59811,0.70067,0.67248,0.85551,0.61082,1.67032,1.3097,1.37775,2.46022e-05,2.46022e-05,2.46022e-05
31,28.9279,0.97959,1.43339,1.29407,0.69188,0.66667,0.85204,0.60885,1.68069,1.34644,1.3837,2.50971e-05,2.50971e-05,2.50971e-05
32,29.758,0.81024,1.26022,1.21402,0.69188,0.66667,0.85204,0.60885,1.68069,1.34644,1.3837,2.55685e-05,2.55685e-05,2.55685e-05
33,30.547,0.78164,1.31854,1.34264,0.67238,0.68913,0.85241,0.60751,1.66617,1.3778,1.3798,2.60163e-05,2.60163e-05,2.60163e-05
34,31.382,1.05737,1.25159,1.31047,0.67238,0.68913,0.85241,0.60751,1.66617,1.3778,1.3798,2.64405e-05,2.64405e-05,2.64405e-05
35,32.2799,0.88716,2.16521,1.30328,0.66428,0.7,0.85262,0.59109,1.68116,1.41223,1.38794,2.68412e-05,2.68412e-05,2.68412e-05
36,33.0202,0.96219,1.47732,1.20111,0.66428,0.7,0.85262,0.59109,1.68116,1.41223,1.38794,2.72183e-05,2.72183e-05,2.72183e-05
37,33.8934,0.78396,1.11461,1.17306,0.64698,0.7,0.8524,0.5836,1.64938,1.44753,1.37012,2.75718e-05,2.75718e-05,2.75718e-05
38,34.7362,0.45788,0.70338,0.96922,0.64698,0.7,0.8524,0.5836,1.64938,1.44753,1.37012,2.79018e-05,2.79018e-05,2.79018e-05
39,35.562,0.64685,0.93531,1.0205,0.67387,0.69073,0.85257,0.56179,1.6249,1.47913,1.36476,2.82082e-05,2.82082e-05,2.82082e-05
40,36.3903,0.80204,0.83737,1.16674,0.67387,0.69073,0.85257,0.56179,1.6249,1.47913,1.36476,2.84911e-05,2.84911e-05,2.84911e-05
41,37.2137,0.75766,0.92575,1.06114,0.68204,0.66549,0.76929,0.48791,1.59496,1.4894,1.35657,2.87504e-05,2.87504e-05,2.87504e-05
42,37.9709,0.88002,1.88282,1.27729,0.68204,0.66549,0.76929,0.48791,1.59496,1.4894,1.35657,2.89861e-05,2.89861e-05,2.89861e-05
43,38.9097,0.84657,1.22148,1.22838,0.67827,0.65,0.76238,0.47306,1.62168,1.52881,1.38443,2.91983e-05,2.91983e-05,2.91983e-05
44,39.6697,1.07497,0.98521,1.4513,0.67827,0.65,0.76238,0.47306,1.62168,1.52881,1.38443,2.93869e-05,2.93869e-05,2.93869e-05
45,40.5387,0.61284,0.92502,0.99461,0.69172,0.65,0.76251,0.47229,1.61012,1.5454,1.38094,2.9552e-05,2.9552e-05,2.9552e-05
46,41.4209,0.81889,0.9971,1.26848,0.69172,0.65,0.76251,0.47229,1.61012,1.5454,1.38094,2.96935e-05,2.96935e-05,2.96935e-05
47,42.2323,0.88521,1.46208,1.36107,0.73609,0.65,0.7323,0.43907,1.62282,1.60166,1.38702,2.98114e-05,2.98114e-05,2.98114e-05
48,43.1817,0.78689,1.63244,1.172,0.73609,0.65,0.7323,0.43907,1.62282,1.60166,1.38702,2.99058e-05,2.99058e-05,2.99058e-05
49,44.0825,0.6731,0.72236,1.24556,0.68327,0.65151,0.70529,0.41424,1.62423,1.62158,1.38808,2.99766e-05,2.99766e-05,2.99766e-05
50,44.8296,0.80278,0.81115,1.29448,0.68327,0.65151,0.70529,0.41424,1.62423,1.62158,1.38808,3.00238e-05,3.00238e-05,3.00238e-05
51,45.7255,0.8591,0.83734,1.15605,0.65654,0.67661,0.69629,0.40609,1.59272,1.63413,1.381,3.00475e-05,3.00475e-05,3.00475e-05
52,46.4887,0.97433,0.9678,1.34782,0.65654,0.67661,0.69629,0.40609,1.59272,1.63413,1.381,3.00476e-05,3.00476e-05,3.00476e-05
53,47.2819,0.64637,0.70009,1.17844,0.65654,0.67661,0.69629,0.40609,1.59272,1.63413,1.381,3.00242e-05,3.00242e-05,3.00242e-05
54,48.1866,0.78504,0.90184,1.23275,0.6906,0.67146,0.69636,0.4082,1.57789,1.675,1.38147,2.99772e-05,2.99772e-05,2.99772e-05
55,48.9497,0.80043,0.95201,1.1211,0.6906,0.67146,0.69636,0.4082,1.57789,1.675,1.38147,2.99066e-05,2.99066e-05,2.99066e-05
56,49.774,1.09858,1.44527,1.58752,0.6906,0.67146,0.69636,0.4082,1.57789,1.675,1.38147,2.98125e-05,2.98125e-05,2.98125e-05
57,50.6597,0.94346,1.50053,1.37401,0.7233,0.50202,0.69284,0.40375,1.58551,1.7066,1.39133,2.96948e-05,2.96948e-05,2.96948e-05
58,51.469,0.8647,1.45462,1.26652,0.7233,0.50202,0.69284,0.40375,1.58551,1.7066,1.39133,2.95535e-05,2.95535e-05,2.95535e-05
59,52.2199,0.78121,0.82735,1.15364,0.7233,0.50202,0.69284,0.40375,1.58551,1.7066,1.39133,2.93887e-05,2.93887e-05,2.93887e-05
60,53.0207,0.99689,0.77735,1.54582,0.85558,0.48119,0.67795,0.37421,1.61073,1.77377,1.40801,2.92003e-05,2.92003e-05,2.92003e-05
61,53.7788,0.6348,0.68085,1.06328,0.85558,0.48119,0.67795,0.37421,1.61073,1.77377,1.40801,2.89884e-05,2.89884e-05,2.89884e-05
62,54.5187,0.70048,0.89375,1.04553,0.85558,0.48119,0.67795,0.37421,1.61073,1.77377,1.40801,2.87529e-05,2.87529e-05,2.87529e-05
63,55.2898,0.76907,0.82328,1.15358,0.85527,0.47854,0.67726,0.37372,1.64147,1.85314,1.42521,2.84938e-05,2.84938e-05,2.84938e-05
64,56.0329,0.62619,0.65293,1.06696,0.85527,0.47854,0.67726,0.37372,1.64147,1.85314,1.42521,2.82112e-05,2.82112e-05,2.82112e-05
65,56.7528,0.66109,0.68231,1.21623,0.85527,0.47854,0.67726,0.37372,1.64147,1.85314,1.42521,2.7905e-05,2.7905e-05,2.7905e-05
66,57.4906,0.68435,0.9155,1.0812,0.85192,0.47747,0.67714,0.37589,1.70578,1.91099,1.44676,2.75753e-05,2.75753e-05,2.75753e-05
67,58.3088,0.73668,1.10926,1.10187,0.85192,0.47747,0.67714,0.37589,1.70578,1.91099,1.44676,2.7222e-05,2.7222e-05,2.7222e-05
68,59.1551,1.04246,1.77324,1.40557,0.85192,0.47747,0.67714,0.37589,1.70578,1.91099,1.44676,2.68451e-05,2.68451e-05,2.68451e-05
69,59.9447,0.64228,1.09568,1.12532,0.84141,0.48638,0.56788,0.28283,1.65456,1.95188,1.4199,2.64447e-05,2.64447e-05,2.64447e-05
70,60.7127,0.97704,0.8659,1.42899,0.84141,0.48638,0.56788,0.28283,1.65456,1.95188,1.4199,2.60207e-05,2.60207e-05,2.60207e-05
71,61.5391,0.94815,1.28838,1.31603,0.84141,0.48638,0.56788,0.28283,1.65456,1.95188,1.4199,2.55731e-05,2.55731e-05,2.55731e-05
72,62.4087,0.59391,0.63786,1.07469,0.84033,0.48537,0.54131,0.27389,1.72335,2.00043,1.44466,2.5102e-05,2.5102e-05,2.5102e-05
73,63.1916,0.68661,0.90502,1.04372,0.84033,0.48537,0.54131,0.27389,1.72335,2.00043,1.44466,2.46073e-05,2.46073e-05,2.46073e-05
74,64.0179,0.72452,0.59362,1.21905,0.84033,0.48537,0.54131,0.27389,1.72335,2.00043,1.44466,2.40891e-05,2.40891e-05,2.40891e-05
75,64.935,0.72866,0.55268,1.14089,0.84021,0.48256,0.54721,0.2685,1.77426,1.99378,1.46468,2.35472e-05,2.35472e-05,2.35472e-05
76,65.715,0.63405,0.73317,1.12756,0.84021,0.48256,0.54721,0.2685,1.77426,1.99378,1.46468,2.29819e-05,2.29819e-05,2.29819e-05
77,66.5728,0.68079,0.65878,1.11163,0.84021,0.48256,0.54721,0.2685,1.77426,1.99378,1.46468,2.23929e-05,2.23929e-05,2.23929e-05
78,67.4563,0.8734,1.00201,1.18443,0.83367,0.48814,0.5442,0.26804,1.73756,2.01249,1.44815,2.17805e-05,2.17805e-05,2.17805e-05
79,68.2461,0.58982,0.74867,1.08413,0.83367,0.48814,0.5442,0.26804,1.73756,2.01249,1.44815,2.11444e-05,2.11444e-05,2.11444e-05
80,69.0749,0.72161,0.72332,1.18037,0.83367,0.48814,0.5442,0.26804,1.73756,2.01249,1.44815,2.04848e-05,2.04848e-05,2.04848e-05
81,69.8569,0.51219,0.50347,0.9737,0.84247,0.48003,0.53436,0.26405,1.77574,2.05538,1.4755,1.98016e-05,1.98016e-05,1.98016e-05
82,70.6798,0.80749,0.67159,1.14315,0.84247,0.48003,0.53436,0.26405,1.77574,2.05538,1.4755,1.90949e-05,1.90949e-05,1.90949e-05
83,71.54,0.76653,0.82206,1.19686,0.84247,0.48003,0.53436,0.26405,1.77574,2.05538,1.4755,1.83646e-05,1.83646e-05,1.83646e-05
84,72.3226,0.78339,0.56559,1.20376,0.84075,0.48416,0.53726,0.26773,1.82496,2.08454,1.50201,1.76107e-05,1.76107e-05,1.76107e-05
85,73.1217,0.56579,0.72749,1.1084,0.84075,0.48416,0.53726,0.26773,1.82496,2.08454,1.50201,1.68333e-05,1.68333e-05,1.68333e-05
86,73.9727,0.73585,0.66171,1.10114,0.84075,0.48416,0.53726,0.26773,1.82496,2.08454,1.50201,1.60323e-05,1.60323e-05,1.60323e-05
87,74.8437,0.75008,0.79202,1.04976,0.84075,0.48416,0.53726,0.26773,1.82496,2.08454,1.50201,1.52077e-05,1.52077e-05,1.52077e-05
88,75.7437,0.7895,0.85675,1.37921,0.83939,0.48347,0.53434,0.28426,1.83277,2.07484,1.50359,1.43596e-05,1.43596e-05,1.43596e-05
89,76.5251,0.99055,0.92342,1.47961,0.83939,0.48347,0.53434,0.28426,1.83277,2.07484,1.50359,1.34879e-05,1.34879e-05,1.34879e-05
90,77.265,0.64873,0.64172,1.01074,0.83939,0.48347,0.53434,0.28426,1.83277,2.07484,1.50359,1.25927e-05,1.25927e-05,1.25927e-05
91,78.0963,0.45929,0.52102,0.88989,0.83939,0.48347,0.53434,0.28426,1.83277,2.07484,1.50359,1.16739e-05,1.16739e-05,1.16739e-05
92,78.92,0.71359,0.69894,0.99422,0.8364,0.48473,0.53535,0.27788,1.83545,2.02818,1.48814,1.07315e-05,1.07315e-05,1.07315e-05
93,79.6716,0.47707,0.458,0.98664,0.8364,0.48473,0.53535,0.27788,1.83545,2.02818,1.48814,9.76562e-06,9.76562e-06,9.76562e-06
94,80.543,0.55063,0.43481,0.8875,0.8364,0.48473,0.53535,0.27788,1.83545,2.02818,1.48814,8.77613e-06,8.77613e-06,8.77613e-06
95,81.3506,0.43539,0.45213,0.89779,0.8364,0.48473,0.53535,0.27788,1.83545,2.02818,1.48814,7.76308e-06,7.76308e-06,7.76308e-06
96,82.2558,0.43927,0.50741,0.9614,0.84124,0.46614,0.55785,0.3054,1.75459,1.95465,1.44137,6.72648e-06,6.72648e-06,6.72648e-06
97,83.1508,0.68969,0.60346,1.04805,0.84124,0.46614,0.55785,0.3054,1.75459,1.95465,1.44137,5.6663e-06,5.6663e-06,5.6663e-06
98,83.9099,0.51729,0.48364,0.90878,0.84124,0.46614,0.55785,0.3054,1.75459,1.95465,1.44137,4.58257e-06,4.58257e-06,4.58257e-06
99,84.7757,0.47577,0.46361,0.90891,0.84124,0.46614,0.55785,0.3054,1.75459,1.95465,1.44137,3.47528e-06,3.47528e-06,3.47528e-06
100,85.6347,0.55715,0.49196,1.00403,0.83608,0.46667,0.60765,0.3397,1.70777,1.87483,1.41275,2.34442e-06,2.34442e-06,2.34442e-06
